utt 347_mix.wav: mix 1.7082, est 1.7661
utt 858_mix.wav: mix 1.5853, est 1.8090
utt 656_mix.wav: mix 1.0620, est 1.0878
utt 455_mix.wav: mix 1.4987, est 1.6857
utt 839_mix.wav: mix 1.1173, est 1.2106
utt 702_mix.wav: mix 1.0362, est 1.1408
utt 487_mix.wav: mix 2.0707, est 2.2660
utt 783_mix.wav: mix 2.1084, est 2.3716
utt 759_mix.wav: mix 1.1600, est 1.2049
utt 712_mix.wav: mix 1.0446, est 1.1663
utt 539_mix.wav: mix 1.2321, est 1.3581
utt 363_mix.wav: mix 1.6625, est 1.7132
utt 33_mix.wav: mix 1.5214, est 1.7669
utt 989_mix.wav: mix 1.0732, est 1.0795
utt 465_mix.wav: mix 1.6379, est 1.9442
utt 963_mix.wav: mix 2.2101, est 1.8344
utt 490_mix.wav: mix 1.7745, est 1.6612
utt 427_mix.wav: mix 1.0819, est 1.1376
utt 120_mix.wav: mix 1.4030, est 1.5539
utt 753_mix.wav: mix 1.1637, est 1.3936
utt 730_mix.wav: mix 1.4458, est 1.7765
utt 592_mix.wav: mix 1.0289, est 1.0670
utt 717_mix.wav: mix 2.0626, est 2.1837
utt 630_mix.wav: mix 1.0745, est 1.2564
utt 420_mix.wav: mix 1.5511, est 1.6654
utt 448_mix.wav: mix 1.1685, est 1.3245
utt 399_mix.wav: mix 1.6657, est 2.1094
utt 889_mix.wav: mix 1.3586, est 1.5475
utt 406_mix.wav: mix 1.4550, est 1.4516
utt 851_mix.wav: mix 1.1443, est 1.6979
utt 64_mix.wav: mix 1.9967, est 2.4844
utt 689_mix.wav: mix 1.1173, est 1.3862
utt 89_mix.wav: mix 3.1583, est 2.9434
utt 96_mix.wav: mix 1.0231, est 1.0207
utt 729_mix.wav: mix 1.4406, est 1.4870
utt 540_mix.wav: mix 2.8516, est 2.5423
utt 425_mix.wav: mix 1.2603, est 1.5743
utt 395_mix.wav: mix 4.6439, est 2.9420
utt 345_mix.wav: mix 1.5821, est 1.4607
utt 476_mix.wav: mix 1.9727, est 2.4201
utt 352_mix.wav: mix 1.3061, est 1.2947
utt 687_mix.wav: mix 1.1858, est 1.2853
utt 274_mix.wav: mix 1.1069, est 1.2559
utt 320_mix.wav: mix 1.1537, est 1.1289
utt 575_mix.wav: mix 1.2695, est 1.5688
utt 536_mix.wav: mix 1.5750, est 1.6462
utt 612_mix.wav: mix 1.9478, est 2.2629
utt 589_mix.wav: mix 1.1996, est 1.3878
utt 338_mix.wav: mix 1.5471, est 2.2939
utt 603_mix.wav: mix 1.0765, est 1.1389
utt 979_mix.wav: mix 1.2262, est 1.4498
utt 982_mix.wav: mix 1.0741, est 1.1853
utt 355_mix.wav: mix 1.1138, est 1.3340
utt 530_mix.wav: mix 1.1203, est 1.3767
utt 910_mix.wav: mix 1.6727, est 2.5087
utt 854_mix.wav: mix 1.2518, est 1.2409
utt 441_mix.wav: mix 1.0872, est 1.1028
utt 456_mix.wav: mix 1.0470, est 1.2457
utt 581_mix.wav: mix 1.1099, est 1.7599
utt 178_mix.wav: mix 2.0322, est 2.0927
utt 883_mix.wav: mix 1.7254, est 1.5803
utt 690_mix.wav: mix 1.8426, est 2.1317
utt 679_mix.wav: mix 2.0444, est 2.4311
utt 870_mix.wav: mix 1.1635, est 1.3095
utt 62_mix.wav: mix 1.5330, est 1.9940
utt 891_mix.wav: mix 1.9209, est 2.2476
utt 428_mix.wav: mix 1.4807, est 2.1337
utt 904_mix.wav: mix 2.8025, est 2.6650
utt 652_mix.wav: mix 2.3494, est 2.4110
utt 479_mix.wav: mix 1.0686, est 1.0726
utt 824_mix.wav: mix 1.0790, est 1.1495
utt 124_mix.wav: mix 1.1044, est 1.1841
utt 607_mix.wav: mix 1.1307, est 1.3620
utt 934_mix.wav: mix 1.3567, est 1.8844
utt 218_mix.wav: mix 2.3561, est 2.5292
utt 341_mix.wav: mix 1.0971, est 1.2524
utt 339_mix.wav: mix 1.1119, est 1.2502
utt 123_mix.wav: mix 1.3893, est 1.5289
utt 794_mix.wav: mix 1.2633, est 1.6812
utt 250_mix.wav: mix 4.6439, est 2.7554
utt 139_mix.wav: mix 1.4533, est 1.5007
utt 995_mix.wav: mix 1.2221, est 1.4203
utt 374_mix.wav: mix 1.1945, est 1.1704
utt 911_mix.wav: mix 1.0625, est 1.0987
utt 776_mix.wav: mix 1.2235, est 1.7013
utt 280_mix.wav: mix 1.5493, est 1.9251
utt 114_mix.wav: mix 1.4081, est 1.8604
utt 949_mix.wav: mix 1.4618, est 1.6523
utt 819_mix.wav: mix 1.3504, est 1.9722
utt 984_mix.wav: mix 1.1394, est 1.3645
utt 15_mix.wav: mix 1.1285, est 1.4137
utt 931_mix.wav: mix 1.1265, est 2.0443
utt 635_mix.wav: mix 1.2330, est 2.0060
utt 179_mix.wav: mix 1.1431, est 1.1911
utt 975_mix.wav: mix 1.1515, est 1.4136
utt 879_mix.wav: mix 1.0881, est 1.1528
utt 852_mix.wav: mix 1.6524, est 1.6710
utt 433_mix.wav: mix 2.1760, est 2.6913
utt 614_mix.wav: mix 1.7519, est 2.0407
utt 976_mix.wav: mix 1.0821, est 1.2602
utt 208_mix.wav: mix 2.1824, est 2.3782
utt 499_mix.wav: mix 1.0646, est 1.1108
utt 40_mix.wav: mix 1.1634, est 1.5442
utt 220_mix.wav: mix 1.3732, est 1.6222
utt 94_mix.wav: mix 1.4148, est 1.4407
utt 460_mix.wav: mix 1.2032, est 1.6863
utt 629_mix.wav: mix 1.3036, est 1.4705
utt 588_mix.wav: mix 1.2680, est 1.4243
utt 310_mix.wav: mix 1.2809, est 1.6840
utt 202_mix.wav: mix 1.0620, est 1.1474
utt 667_mix.wav: mix 1.3543, est 1.6790
utt 920_mix.wav: mix 1.0435, est 1.1282
utt 438_mix.wav: mix 1.1603, est 1.1697
utt 410_mix.wav: mix 2.3235, est 2.3443
utt 165_mix.wav: mix 1.2957, est 1.5324
utt 133_mix.wav: mix 1.1714, est 1.2910
utt 210_mix.wav: mix 1.4120, est 1.7845
utt 645_mix.wav: mix 1.0364, est 1.0602
utt 30_mix.wav: mix 1.0792, est 1.1773
utt 472_mix.wav: mix 1.2814, est 1.5992
utt 488_mix.wav: mix 1.0901, est 1.1391
utt 449_mix.wav: mix 1.2961, est 1.6439
utt 39_mix.wav: mix 2.0275, est 2.4297
utt 528_mix.wav: mix 1.2827, est 1.5836
utt 599_mix.wav: mix 1.0314, est 1.0634
utt 190_mix.wav: mix 1.3306, est 1.3220
utt 660_mix.wav: mix 1.5617, est 2.0193
utt 651_mix.wav: mix 1.2101, est 1.4094
utt 415_mix.wav: mix 1.0997, est 1.1559
utt 613_mix.wav: mix 1.0924, est 1.1680
utt 565_mix.wav: mix 1.0968, est 1.3462
utt 707_mix.wav: mix 2.3843, est 2.0248
utt 348_mix.wav: mix 1.1713, est 1.1943
utt 925_mix.wav: mix 1.4306, est 1.5383
utt 932_mix.wav: mix 1.0519, est 1.1745
utt 47_mix.wav: mix 1.1696, est 1.4572
utt 760_mix.wav: mix 1.2239, est 1.6008
utt 507_mix.wav: mix 1.5426, est 1.6730
utt 286_mix.wav: mix 1.1162, est 1.1728
utt 206_mix.wav: mix 1.0520, est 1.1612
utt 305_mix.wav: mix 1.1140, est 1.1879
utt 686_mix.wav: mix 1.1659, est 1.1917
utt 863_mix.wav: mix 1.5514, est 1.8738
utt 380_mix.wav: mix 1.0401, est 1.0311
utt 112_mix.wav: mix 1.1406, est 1.2233
utt 111_mix.wav: mix 1.1340, est 1.2308
utt 571_mix.wav: mix 1.0830, est 1.1136
utt 968_mix.wav: mix 1.3214, est 1.6020
utt 653_mix.wav: mix 1.2966, est 1.4474
utt 157_mix.wav: mix 1.2032, est 1.2775
utt 945_mix.wav: mix 1.0665, est 1.1490
utt 121_mix.wav: mix 1.0709, est 1.1645
utt 893_mix.wav: mix 1.5280, est 1.5293
utt 177_mix.wav: mix 1.4514, est 1.6438
utt 233_mix.wav: mix 1.2014, est 1.5402
utt 956_mix.wav: mix 1.3307, est 1.4245
utt 699_mix.wav: mix 1.8002, est 1.8805
utt 27_mix.wav: mix 1.3612, est 1.7381
utt 691_mix.wav: mix 1.1267, est 1.3025
utt 135_mix.wav: mix 1.1666, est 1.3098
utt 649_mix.wav: mix 1.0793, est 1.1061
utt 20_mix.wav: mix 1.2354, est 1.7438
utt 67_mix.wav: mix 1.3476, est 1.8188
utt 676_mix.wav: mix 1.2330, est 1.3444
utt 930_mix.wav: mix 1.2675, est 1.5074
utt 356_mix.wav: mix 1.5960, est 1.8443
utt 439_mix.wav: mix 1.1475, est 1.4753
utt 726_mix.wav: mix 1.0497, est 1.1027
utt 249_mix.wav: mix 1.0409, est 1.1310
utt 378_mix.wav: mix 2.6818, est 1.8976
utt 842_mix.wav: mix 1.3346, est 1.7315
utt 665_mix.wav: mix 1.3193, est 1.5080
utt 160_mix.wav: mix 1.4111, est 1.3934
utt 125_mix.wav: mix 1.2199, est 1.3931
utt 342_mix.wav: mix 1.1940, est 1.4555
utt 892_mix.wav: mix 1.1029, est 1.3297
utt 913_mix.wav: mix 1.1767, est 1.2361
utt 838_mix.wav: mix 1.0517, est 1.0918
utt 212_mix.wav: mix 1.8521, est 1.9163
utt 297_mix.wav: mix 1.0505, est 1.3763
utt 46_mix.wav: mix 1.1486, est 1.2096
utt 688_mix.wav: mix 1.1367, est 1.1264
utt 76_mix.wav: mix 1.1970, est 1.3690
utt 642_mix.wav: mix 1.0728, est 1.1884
utt 80_mix.wav: mix 1.1177, est 1.2633
utt 119_mix.wav: mix 1.7458, est 2.0450
utt 29_mix.wav: mix 1.0417, est 1.0852
utt 800_mix.wav: mix 1.0753, est 1.2271
utt 394_mix.wav: mix 1.2830, est 1.6736
utt 314_mix.wav: mix 1.5549, est 1.5308
utt 758_mix.wav: mix 1.1401, est 1.3044
utt 279_mix.wav: mix 1.3851, est 1.5700
utt 834_mix.wav: mix 1.1310, est 1.1876
utt 381_mix.wav: mix 1.6454, est 2.0653
utt 844_mix.wav: mix 1.5570, est 1.9726
utt 522_mix.wav: mix 1.1847, est 1.4112
utt 192_mix.wav: mix 1.4846, est 2.2250
utt 228_mix.wav: mix 2.4575, est 2.7298
utt 720_mix.wav: mix 1.7946, est 2.1032
utt 544_mix.wav: mix 1.2255, est 1.4254
utt 693_mix.wav: mix 1.2559, est 1.3944
utt 298_mix.wav: mix 1.9484, est 1.7870
utt 947_mix.wav: mix 1.4859, est 1.5625
utt 51_mix.wav: mix 1.0984, est 1.1812
utt 478_mix.wav: mix 1.4324, est 1.7164
utt 516_mix.wav: mix 2.6670, est 2.5969
utt 808_mix.wav: mix 1.0749, est 1.3029
utt 570_mix.wav: mix 2.8980, est 2.4352
utt 725_mix.wav: mix 1.6674, est 1.7009
utt 14_mix.wav: mix 1.1598, est 1.5034
utt 108_mix.wav: mix 2.2253, est 1.4825
utt 928_mix.wav: mix 1.0324, est 1.0735
utt 899_mix.wav: mix 1.1563, est 1.2029
utt 778_mix.wav: mix 1.1400, est 1.1881
utt 828_mix.wav: mix 1.0320, est 1.0823
utt 77_mix.wav: mix 1.5845, est 1.4228
utt 876_mix.wav: mix 1.1971, est 1.5104
utt 867_mix.wav: mix 1.1679, est 1.4073
utt 152_mix.wav: mix 1.3498, est 1.6800
utt 6_mix.wav: mix 1.6031, est 1.6177
utt 50_mix.wav: mix 1.0817, est 1.1435
utt 512_mix.wav: mix 1.8014, est 2.0527
utt 969_mix.wav: mix 1.0148, est 1.1289
utt 744_mix.wav: mix 1.4517, est 1.8613
utt 242_mix.wav: mix 1.0771, est 1.0795
utt 897_mix.wav: mix 1.1993, est 1.3879
utt 207_mix.wav: mix 1.3787, est 1.5702
utt 962_mix.wav: mix 1.6757, est 1.8978
utt 2_mix.wav: mix 1.0954, est 1.1452
utt 939_mix.wav: mix 1.4804, est 1.6112
utt 495_mix.wav: mix 1.0906, est 1.1900
utt 31_mix.wav: mix 1.0567, est 1.0770
utt 643_mix.wav: mix 1.9261, est 1.9552
utt 452_mix.wav: mix 1.2246, est 1.3025
utt 376_mix.wav: mix 1.2562, est 1.7287
utt 151_mix.wav: mix 1.7168, est 1.9611
utt 806_mix.wav: mix 1.7123, est 1.8618
utt 308_mix.wav: mix 1.2585, est 1.4330
utt 843_mix.wav: mix 1.3650, est 1.3284
utt 251_mix.wav: mix 1.8273, est 2.0750
utt 621_mix.wav: mix 1.3928, est 1.5255
utt 769_mix.wav: mix 1.0314, est 1.0383
utt 255_mix.wav: mix 1.2456, est 1.2806
utt 271_mix.wav: mix 2.0405, est 1.9966
utt 766_mix.wav: mix 1.3611, est 1.5310
utt 884_mix.wav: mix 1.1790, est 1.7336
utt 140_mix.wav: mix 1.6137, est 1.9671
utt 625_mix.wav: mix 1.4175, est 1.5053
utt 619_mix.wav: mix 2.8085, est 2.6787
utt 825_mix.wav: mix 1.0619, est 1.1422
utt 256_mix.wav: mix 1.0646, est 1.2208
utt 673_mix.wav: mix 1.7966, est 1.9934
utt 467_mix.wav: mix 2.3090, est 2.4913
utt 991_mix.wav: mix 1.0632, est 1.1103
utt 948_mix.wav: mix 1.0699, est 1.1315
utt 678_mix.wav: mix 1.1529, est 1.2350
utt 358_mix.wav: mix 1.4614, est 1.7559
utt 886_mix.wav: mix 1.4010, est 1.4789
utt 721_mix.wav: mix 2.5421, est 2.3250
utt 631_mix.wav: mix 1.3408, est 1.4311
utt 789_mix.wav: mix 1.0718, est 1.0949
utt 127_mix.wav: mix 1.2391, est 1.4906
utt 855_mix.wav: mix 1.1059, est 1.2089
utt 9_mix.wav: mix 1.1771, est 1.1737
utt 670_mix.wav: mix 2.2759, est 2.3934
utt 21_mix.wav: mix 1.2566, est 1.6885
utt 252_mix.wav: mix 1.1629, est 1.3968
utt 117_mix.wav: mix 1.0889, est 1.1930
utt 43_mix.wav: mix 1.2364, est 1.4490
utt 694_mix.wav: mix 1.0667, est 1.1380
utt 723_mix.wav: mix 1.0583, est 1.1323
utt 799_mix.wav: mix 1.0437, est 1.1196
utt 95_mix.wav: mix 1.1247, est 1.2564
utt 924_mix.wav: mix 1.2522, est 1.2976
utt 992_mix.wav: mix 1.0569, est 1.0712
utt 446_mix.wav: mix 1.0730, est 1.1849
utt 134_mix.wav: mix 1.0993, est 1.2137
utt 82_mix.wav: mix 1.7443, est 2.1917
utt 750_mix.wav: mix 2.7501, est 2.1062
utt 812_mix.wav: mix 1.1066, est 1.3048
utt 877_mix.wav: mix 1.3321, est 1.4929
utt 451_mix.wav: mix 1.0500, est 1.2006
utt 362_mix.wav: mix 1.4478, est 1.6199
utt 142_mix.wav: mix 1.3343, est 1.4420
utt 936_mix.wav: mix 1.0905, est 1.2001
utt 634_mix.wav: mix 1.1899, est 1.4130
utt 417_mix.wav: mix 1.0846, est 1.1348
utt 558_mix.wav: mix 1.4226, est 1.7172
utt 579_mix.wav: mix 1.1026, est 1.5964
utt 69_mix.wav: mix 1.1846, est 1.4241
utt 604_mix.wav: mix 1.1108, est 1.2219
utt 231_mix.wav: mix 1.4606, est 1.6076
utt 623_mix.wav: mix 1.3389, est 1.8184
utt 137_mix.wav: mix 1.5441, est 1.6308
utt 952_mix.wav: mix 1.6934, est 1.9777
utt 668_mix.wav: mix 1.1932, est 1.4329
utt 382_mix.wav: mix 1.1178, est 1.3167
utt 751_mix.wav: mix 1.1499, est 1.4530
utt 988_mix.wav: mix 1.0734, est 1.1466
utt 336_mix.wav: mix 1.0913, est 1.1835
utt 659_mix.wav: mix 1.9687, est 2.1667
utt 295_mix.wav: mix 1.7323, est 2.0230
utt 28_mix.wav: mix 1.1191, est 1.2889
utt 644_mix.wav: mix 1.3901, est 1.8638
utt 392_mix.wav: mix 2.0372, est 2.0633
utt 60_mix.wav: mix 1.5840, est 1.7023
utt 685_mix.wav: mix 1.3438, est 1.4985
utt 554_mix.wav: mix 1.4674, est 1.4986
utt 859_mix.wav: mix 1.1082, est 1.1371
utt 97_mix.wav: mix 1.7405, est 2.1197
utt 733_mix.wav: mix 1.1192, est 1.3838
utt 517_mix.wav: mix 1.5498, est 1.7001
utt 254_mix.wav: mix 1.5653, est 1.8717
utt 524_mix.wav: mix 1.6216, est 2.0671
utt 91_mix.wav: mix 1.2881, est 1.4326
utt 213_mix.wav: mix 1.2092, est 1.3904
utt 147_mix.wav: mix 1.2196, est 1.4339
utt 181_mix.wav: mix 1.9201, est 1.8448
utt 268_mix.wav: mix 1.9094, est 2.1888
utt 807_mix.wav: mix 1.6610, est 1.9537
utt 970_mix.wav: mix 1.0307, est 1.1362
utt 386_mix.wav: mix 1.2412, est 1.3106
utt 170_mix.wav: mix 1.0890, est 1.2830
utt 541_mix.wav: mix 1.7049, est 1.8808
utt 48_mix.wav: mix 1.1687, est 1.3472
utt 801_mix.wav: mix 1.0351, est 1.0451
utt 882_mix.wav: mix 1.3978, est 1.7708
utt 198_mix.wav: mix 1.0269, est 1.0630
utt 276_mix.wav: mix 1.4037, est 1.5569
utt 42_mix.wav: mix 1.7980, est 1.7933
utt 675_mix.wav: mix 1.1574, est 1.3711
utt 372_mix.wav: mix 2.2164, est 2.4049
utt 148_mix.wav: mix 1.2853, est 1.5585
utt 129_mix.wav: mix 1.8902, est 1.9411
utt 627_mix.wav: mix 1.0719, est 1.1455
utt 407_mix.wav: mix 1.4405, est 1.6215
utt 583_mix.wav: mix 1.2273, est 1.6612
utt 454_mix.wav: mix 1.8237, est 1.8533
utt 65_mix.wav: mix 1.4286, est 1.6108
utt 514_mix.wav: mix 1.6847, est 2.3237
utt 714_mix.wav: mix 1.6369, est 2.1076
utt 820_mix.wav: mix 1.4065, est 1.4262
utt 663_mix.wav: mix 2.1953, est 2.3187
utt 736_mix.wav: mix 1.0746, est 1.2983
utt 887_mix.wav: mix 1.5152, est 1.5109
utt 816_mix.wav: mix 1.8883, est 1.9276
utt 763_mix.wav: mix 1.2536, est 1.3628
utt 775_mix.wav: mix 1.0925, est 1.2060
utt 569_mix.wav: mix 1.0284, est 1.0841
utt 513_mix.wav: mix 1.1367, est 1.2459
utt 285_mix.wav: mix 1.4905, est 1.6633
utt 73_mix.wav: mix 1.8449, est 2.0282
utt 45_mix.wav: mix 1.1573, est 1.1343
utt 162_mix.wav: mix 1.3057, est 1.6520
utt 63_mix.wav: mix 1.1096, est 1.4163
utt 734_mix.wav: mix 1.0334, est 1.1628
utt 831_mix.wav: mix 1.3610, est 1.6621
utt 168_mix.wav: mix 2.8990, est 3.1228
utt 921_mix.wav: mix 1.0741, est 1.1613
utt 37_mix.wav: mix 1.3745, est 1.7834
utt 344_mix.wav: mix 1.1669, est 1.2860
utt 309_mix.wav: mix 1.2871, est 1.4749
utt 432_mix.wav: mix 1.0828, est 1.2112
utt 461_mix.wav: mix 1.1943, est 1.4329
utt 941_mix.wav: mix 1.1669, est 1.3782
utt 450_mix.wav: mix 1.0965, est 1.1480
utt 230_mix.wav: mix 1.3872, est 1.6597
utt 288_mix.wav: mix 1.0602, est 1.0897
utt 535_mix.wav: mix 1.2071, est 1.5790
utt 964_mix.wav: mix 1.0691, est 1.3758
utt 746_mix.wav: mix 1.2837, est 1.6008
utt 916_mix.wav: mix 1.2769, est 1.4871
utt 716_mix.wav: mix 1.8850, est 2.0582
utt 84_mix.wav: mix 1.2733, est 1.4711
utt 223_mix.wav: mix 1.5458, est 1.6875
utt 857_mix.wav: mix 1.1179, est 1.4238
utt 765_mix.wav: mix 1.2291, est 1.3589
utt 215_mix.wav: mix 1.5682, est 2.0465
utt 265_mix.wav: mix 1.0805, est 1.2905
utt 518_mix.wav: mix 2.1452, est 2.2221
utt 641_mix.wav: mix 1.4009, est 1.5211
utt 237_mix.wav: mix 1.0585, est 1.1374
utt 827_mix.wav: mix 1.6437, est 1.9535
utt 368_mix.wav: mix 4.6439, est 3.4456
utt 895_mix.wav: mix 1.8622, est 2.0137
utt 779_mix.wav: mix 1.3690, est 1.7651
utt 871_mix.wav: mix 1.2339, est 1.3032
utt 722_mix.wav: mix 1.2551, est 1.4309
utt 322_mix.wav: mix 1.3742, est 1.5148
utt 11_mix.wav: mix 1.3390, est 1.5644
utt 90_mix.wav: mix 1.1995, est 1.3779
utt 573_mix.wav: mix 1.0737, est 1.2573
utt 568_mix.wav: mix 1.7164, est 1.8232
utt 494_mix.wav: mix 1.1765, est 1.3313
utt 543_mix.wav: mix 1.5929, est 1.7974
utt 459_mix.wav: mix 1.0869, est 1.3154
utt 890_mix.wav: mix 1.0813, est 1.2291
utt 167_mix.wav: mix 1.2019, est 1.3643
utt 466_mix.wav: mix 1.1276, est 1.4618
utt 959_mix.wav: mix 1.0455, est 1.1171
utt 53_mix.wav: mix 1.3341, est 1.6800
utt 54_mix.wav: mix 1.2297, est 1.6867
utt 98_mix.wav: mix 1.3544, est 1.6931
utt 853_mix.wav: mix 1.1131, est 1.3240
utt 359_mix.wav: mix 1.1288, est 1.3710
utt 823_mix.wav: mix 1.0590, est 1.0946
utt 846_mix.wav: mix 2.9876, est 2.3680
utt 814_mix.wav: mix 1.4438, est 2.0759
utt 542_mix.wav: mix 1.2280, est 1.3209
utt 388_mix.wav: mix 1.3525, est 1.4873
utt 115_mix.wav: mix 1.8358, est 1.8044
utt 860_mix.wav: mix 2.1724, est 2.4318
utt 85_mix.wav: mix 1.0558, est 1.1439
utt 483_mix.wav: mix 1.2643, est 1.4859
utt 422_mix.wav: mix 1.1281, est 1.7558
utt 163_mix.wav: mix 1.0676, est 1.1940
utt 582_mix.wav: mix 2.8593, est 1.1100
utt 186_mix.wav: mix 1.6115, est 2.0812
utt 463_mix.wav: mix 1.0654, est 1.1053
utt 986_mix.wav: mix 1.2440, est 1.4787
utt 538_mix.wav: mix 1.2037, est 1.3105
utt 804_mix.wav: mix 1.9266, est 2.0107
utt 99_mix.wav: mix 2.2722, est 2.1048
utt 774_mix.wav: mix 1.2010, est 1.7479
utt 836_mix.wav: mix 1.1041, est 1.0806
utt 429_mix.wav: mix 1.7644, est 2.0371
utt 337_mix.wav: mix 1.2339, est 1.3603
utt 915_mix.wav: mix 1.0681, est 1.1871
utt 572_mix.wav: mix 1.0722, est 1.0789
utt 278_mix.wav: mix 1.6451, est 2.0714
utt 918_mix.wav: mix 1.0805, est 1.1424
utt 164_mix.wav: mix 1.1479, est 1.2571
utt 590_mix.wav: mix 2.6364, est 2.0621
utt 172_mix.wav: mix 1.6693, est 1.7221
utt 662_mix.wav: mix 1.1326, est 1.1544
utt 431_mix.wav: mix 1.3554, est 1.4845
utt 155_mix.wav: mix 1.0674, est 1.0999
utt 547_mix.wav: mix 1.1910, est 1.2649
utt 532_mix.wav: mix 1.2520, est 1.4054
utt 677_mix.wav: mix 1.0535, est 1.0589
utt 961_mix.wav: mix 2.5545, est 2.0709
utt 440_mix.wav: mix 1.0727, est 1.1855
utt 785_mix.wav: mix 1.0772, est 1.1259
utt 236_mix.wav: mix 1.3227, est 1.3738
utt 955_mix.wav: mix 1.3268, est 1.4972
utt 259_mix.wav: mix 1.2309, est 1.5883
utt 281_mix.wav: mix 1.0595, est 1.0971
utt 817_mix.wav: mix 1.7190, est 2.0758
utt 258_mix.wav: mix 1.0867, est 1.1916
utt 88_mix.wav: mix 1.3027, est 1.4094
utt 747_mix.wav: mix 1.2251, est 1.3696
utt 241_mix.wav: mix 1.0317, est 1.0590
utt 188_mix.wav: mix 1.1231, est 1.2120
utt 158_mix.wav: mix 1.3573, est 1.5484
utt 66_mix.wav: mix 1.9721, est 2.2975
utt 296_mix.wav: mix 1.0663, est 1.1077
utt 796_mix.wav: mix 1.0665, est 1.1630
utt 711_mix.wav: mix 1.1663, est 1.2845
utt 935_mix.wav: mix 2.3779, est 2.4348
utt 885_mix.wav: mix 1.1654, est 1.4058
utt 435_mix.wav: mix 2.4214, est 2.6245
utt 312_mix.wav: mix 2.0198, est 2.1801
utt 328_mix.wav: mix 1.0898, est 1.1456
utt 384_mix.wav: mix 1.1656, est 1.3121
========================================
pesq results: (1000 utts)
mix : 1.4454 +- 0.5291
est : 1.5806 +- 0.4168
