utt 347_mix.wav: mix 11.1028, est 11.3774
utt 858_mix.wav: mix 13.4446, est 16.0919
utt 656_mix.wav: mix -4.4715, est 3.4116
utt 455_mix.wav: mix 3.6747, est 12.4628
utt 839_mix.wav: mix -3.0032, est 5.6303
utt 702_mix.wav: mix -2.1273, est 5.6144
utt 487_mix.wav: mix 12.2190, est 8.0918
utt 783_mix.wav: mix 13.9257, est 13.8349
utt 759_mix.wav: mix -4.7345, est 4.0660
utt 712_mix.wav: mix 7.1199, est 10.1660
utt 539_mix.wav: mix 6.7729, est 10.9109
utt 363_mix.wav: mix 7.0351, est 10.8483
utt 33_mix.wav: mix 9.4675, est 11.3955
utt 989_mix.wav: mix -2.7026, est 0.9211
utt 465_mix.wav: mix 13.7669, est 10.3262
utt 963_mix.wav: mix 12.7622, est 8.3827
utt 490_mix.wav: mix 9.0491, est 9.7211
utt 427_mix.wav: mix -4.6867, est 3.0084
utt 120_mix.wav: mix 9.4788, est 11.4980
utt 753_mix.wav: mix 1.8581, est 8.1952
utt 730_mix.wav: mix 11.9482, est 14.4609
utt 592_mix.wav: mix 0.4046, est 5.3810
utt 717_mix.wav: mix 6.3062, est 9.6030
utt 630_mix.wav: mix -4.4282, est 5.3405
utt 420_mix.wav: mix 10.2730, est 11.7527
utt 448_mix.wav: mix -0.2969, est 5.4228
utt 399_mix.wav: mix 14.9145, est 14.3075
utt 889_mix.wav: mix 3.2834, est 8.8000
utt 406_mix.wav: mix 14.6913, est 11.2442
utt 851_mix.wav: mix 3.6159, est 9.5198
utt 64_mix.wav: mix 12.1193, est 17.4988
utt 689_mix.wav: mix 2.0503, est 5.6626
utt 89_mix.wav: mix 14.9092, est 12.2197
utt 96_mix.wav: mix -4.8862, est -0.7474
utt 729_mix.wav: mix 4.0068, est 6.4262
utt 540_mix.wav: mix 12.2166, est 15.7053
utt 425_mix.wav: mix 8.7009, est 12.0859
utt 395_mix.wav: mix 110.2068, est 12.8607
utt 345_mix.wav: mix -4.2652, est -0.5835
utt 476_mix.wav: mix 12.4959, est 12.2665
utt 352_mix.wav: mix 4.0612, est 9.1774
utt 687_mix.wav: mix 6.5284, est 9.7931
utt 274_mix.wav: mix -0.6116, est 4.6093
utt 320_mix.wav: mix -0.8051, est 10.9743
utt 575_mix.wav: mix 0.5572, est 7.1890
utt 536_mix.wav: mix 10.1393, est 10.1904
utt 612_mix.wav: mix 11.8730, est 8.5400
utt 589_mix.wav: mix 3.9826, est 9.1402
utt 338_mix.wav: mix 8.2244, est 12.2262
utt 603_mix.wav: mix -1.2656, est 4.6164
utt 979_mix.wav: mix 10.3120, est 11.9240
utt 982_mix.wav: mix -0.6481, est 3.0529
utt 355_mix.wav: mix -1.2136, est 10.4764
utt 530_mix.wav: mix -3.6098, est 3.2933
utt 910_mix.wav: mix 2.6368, est 9.3422
utt 854_mix.wav: mix -0.8884, est 2.8710
utt 441_mix.wav: mix -1.9059, est 6.2998
utt 456_mix.wav: mix 2.5365, est 8.0683
utt 581_mix.wav: mix -2.1841, est 9.1667
utt 178_mix.wav: mix 9.9608, est 10.7607
utt 883_mix.wav: mix 7.6080, est 9.5317
utt 690_mix.wav: mix 14.6780, est 9.6670
utt 679_mix.wav: mix 10.1959, est 11.7918
utt 870_mix.wav: mix -2.4362, est 7.9735
utt 62_mix.wav: mix 11.8398, est 11.9926
utt 891_mix.wav: mix 10.2078, est 11.4641
utt 428_mix.wav: mix 4.7469, est 8.5678
utt 904_mix.wav: mix 10.9159, est 11.0241
utt 652_mix.wav: mix 13.2959, est 13.6884
utt 479_mix.wav: mix -1.0149, est 1.8936
utt 824_mix.wav: mix 1.5867, est 9.6140
utt 124_mix.wav: mix -1.8200, est 4.9322
utt 607_mix.wav: mix -2.4481, est 10.2033
utt 934_mix.wav: mix 11.5545, est 8.4240
utt 218_mix.wav: mix 12.6528, est 15.7838
utt 341_mix.wav: mix -0.5998, est 4.8343
utt 339_mix.wav: mix -3.7667, est 5.9513
utt 123_mix.wav: mix -0.6200, est 12.4785
utt 794_mix.wav: mix 2.4160, est 4.3125
utt 250_mix.wav: mix 109.4176, est 10.1441
utt 139_mix.wav: mix 9.1295, est 6.8376
utt 995_mix.wav: mix 8.7170, est 10.9047
utt 374_mix.wav: mix 1.0847, est 11.8501
utt 911_mix.wav: mix -1.4550, est 6.7397
utt 776_mix.wav: mix -1.3134, est 5.4637
utt 280_mix.wav: mix 12.3529, est 13.3153
utt 114_mix.wav: mix 11.9985, est 12.5854
utt 949_mix.wav: mix 8.3760, est 8.2748
utt 819_mix.wav: mix 10.4918, est 11.4434
utt 984_mix.wav: mix -0.1870, est 9.0758
utt 15_mix.wav: mix -2.9627, est 5.8486
utt 931_mix.wav: mix 12.8598, est 14.2837
utt 635_mix.wav: mix 2.0649, est 13.6017
utt 179_mix.wav: mix -1.1303, est 7.8209
utt 975_mix.wav: mix 2.3256, est 7.1507
utt 879_mix.wav: mix -3.2292, est 2.0393
utt 852_mix.wav: mix 0.6506, est 5.4486
utt 433_mix.wav: mix 11.4120, est 12.7522
utt 614_mix.wav: mix 14.5481, est 14.0407
utt 976_mix.wav: mix -4.3752, est 1.2486
utt 208_mix.wav: mix 13.0801, est 14.5105
utt 499_mix.wav: mix 2.5707, est 5.5728
utt 40_mix.wav: mix -0.4683, est 11.5007
utt 220_mix.wav: mix 4.7271, est 8.5776
utt 94_mix.wav: mix 4.3934, est 11.2717
utt 460_mix.wav: mix 0.5426, est 8.8313
utt 629_mix.wav: mix 3.0850, est 7.8578
utt 588_mix.wav: mix 14.2759, est 12.5571
utt 310_mix.wav: mix 7.1051, est 8.5673
utt 202_mix.wav: mix -2.7644, est 5.8709
utt 667_mix.wav: mix 10.3086, est 10.7142
utt 920_mix.wav: mix -0.9962, est 4.0808
utt 438_mix.wav: mix 0.8912, est 4.8414
utt 410_mix.wav: mix 13.7087, est 14.5535
utt 165_mix.wav: mix 4.4264, est 9.8477
utt 133_mix.wav: mix 3.5626, est 7.1476
utt 210_mix.wav: mix 13.7140, est 13.9891
utt 645_mix.wav: mix -2.8840, est 5.2720
utt 30_mix.wav: mix 2.3307, est 6.3043
utt 472_mix.wav: mix 12.5790, est 14.1395
utt 488_mix.wav: mix 3.6921, est 9.9670
utt 449_mix.wav: mix 9.6559, est 12.8126
utt 39_mix.wav: mix 11.4735, est 14.1096
utt 528_mix.wav: mix 5.4727, est 8.8792
utt 599_mix.wav: mix -1.4867, est 3.0180
utt 190_mix.wav: mix 0.0643, est 4.3400
utt 660_mix.wav: mix 8.2944, est 11.6138
utt 651_mix.wav: mix 4.0871, est 8.5129
utt 415_mix.wav: mix -2.1734, est 3.1891
utt 613_mix.wav: mix 1.8799, est 6.6408
utt 565_mix.wav: mix 1.7073, est 5.3429
utt 707_mix.wav: mix 13.5749, est 11.3502
utt 348_mix.wav: mix -1.3029, est 7.3283
utt 925_mix.wav: mix 2.9351, est 6.5315
utt 932_mix.wav: mix -4.3050, est 5.5030
utt 47_mix.wav: mix 1.8198, est 8.8351
utt 760_mix.wav: mix 10.2585, est 11.5139
utt 507_mix.wav: mix 13.4154, est 13.2721
utt 286_mix.wav: mix 4.1587, est 4.4194
utt 206_mix.wav: mix -4.9928, est 4.2116
utt 305_mix.wav: mix -1.3407, est 4.4275
utt 686_mix.wav: mix 0.5291, est 4.3985
utt 863_mix.wav: mix 8.5320, est 11.6646
utt 380_mix.wav: mix -4.3987, est 1.5544
utt 112_mix.wav: mix 3.8541, est 7.8125
utt 111_mix.wav: mix -2.9430, est 3.8048
utt 571_mix.wav: mix -3.1422, est 2.6112
utt 968_mix.wav: mix 9.8987, est 12.1996
utt 653_mix.wav: mix 1.3116, est 3.5025
utt 157_mix.wav: mix 2.0699, est 4.9232
utt 945_mix.wav: mix 0.1689, est 10.5163
utt 121_mix.wav: mix 1.8639, est 5.1280
utt 893_mix.wav: mix 0.0473, est 7.9656
utt 177_mix.wav: mix 14.4711, est 9.7370
utt 233_mix.wav: mix 3.1876, est 9.0051
utt 956_mix.wav: mix 13.9464, est 14.0201
utt 699_mix.wav: mix 11.6690, est 14.6648
utt 27_mix.wav: mix 6.2753, est 9.2865
utt 691_mix.wav: mix 11.5795, est 11.9571
utt 135_mix.wav: mix 0.9021, est 4.9168
utt 649_mix.wav: mix 0.7482, est 5.5658
utt 20_mix.wav: mix -1.0515, est 6.5671
utt 67_mix.wav: mix 5.9043, est 9.8532
utt 676_mix.wav: mix 3.3817, est 8.8772
utt 930_mix.wav: mix 14.9368, est 15.6615
utt 356_mix.wav: mix 6.7769, est 9.0582
utt 439_mix.wav: mix 1.6684, est 8.3621
utt 726_mix.wav: mix -3.6892, est 4.8066
utt 249_mix.wav: mix -0.4467, est 7.1890
utt 378_mix.wav: mix 12.8000, est 10.9151
utt 842_mix.wav: mix 4.5738, est 11.4193
utt 665_mix.wav: mix 10.5876, est 10.1533
utt 160_mix.wav: mix 11.3227, est 12.7708
utt 125_mix.wav: mix 9.4747, est 11.7796
utt 342_mix.wav: mix 4.9557, est 9.0489
utt 892_mix.wav: mix 1.8990, est 7.7277
utt 913_mix.wav: mix 7.4673, est 9.8088
utt 838_mix.wav: mix 0.0837, est 5.3771
utt 212_mix.wav: mix 13.8630, est 12.5356
utt 297_mix.wav: mix -4.6302, est 7.6470
utt 46_mix.wav: mix 1.4951, est 9.2803
utt 688_mix.wav: mix -0.3223, est 2.6107
utt 76_mix.wav: mix 6.1238, est 9.2650
utt 642_mix.wav: mix -0.0042, est 9.1829
utt 80_mix.wav: mix 7.7637, est 12.3836
utt 119_mix.wav: mix 14.0752, est 12.5032
utt 29_mix.wav: mix -3.4920, est 1.7170
utt 800_mix.wav: mix -0.7712, est 4.7431
utt 394_mix.wav: mix 7.9721, est 11.0094
utt 314_mix.wav: mix 6.6855, est 3.6147
utt 758_mix.wav: mix 2.8716, est 7.5684
utt 279_mix.wav: mix 13.1416, est 10.3588
utt 834_mix.wav: mix -1.9290, est 6.7206
utt 381_mix.wav: mix 8.4913, est 10.7050
utt 844_mix.wav: mix 8.8506, est 10.1458
utt 522_mix.wav: mix 1.9059, est 8.9556
utt 192_mix.wav: mix -0.0716, est 10.7902
utt 228_mix.wav: mix 12.6077, est 12.9147
utt 720_mix.wav: mix 14.9914, est 12.5520
utt 544_mix.wav: mix 5.7806, est 8.9729
utt 693_mix.wav: mix 3.0420, est 7.5581
utt 298_mix.wav: mix 8.5843, est 11.0788
utt 947_mix.wav: mix 6.9493, est 8.4766
utt 51_mix.wav: mix -0.5845, est 7.1970
utt 478_mix.wav: mix 1.8029, est 9.4565
utt 516_mix.wav: mix 10.1730, est 16.7043
utt 808_mix.wav: mix 2.4348, est 7.7671
utt 570_mix.wav: mix 14.0483, est 12.3195
utt 725_mix.wav: mix 12.8112, est 12.2846
utt 14_mix.wav: mix 0.8472, est 4.0013
utt 108_mix.wav: mix 13.0632, est 12.7682
utt 928_mix.wav: mix -4.6450, est 1.8074
utt 899_mix.wav: mix 4.8753, est 6.8050
utt 778_mix.wav: mix 0.2383, est 5.1368
utt 828_mix.wav: mix -4.2810, est 3.5182
utt 77_mix.wav: mix -1.1562, est 11.2230
utt 876_mix.wav: mix 4.0406, est 6.9218
utt 867_mix.wav: mix 2.3846, est 9.3500
utt 152_mix.wav: mix 3.7474, est 12.0676
utt 6_mix.wav: mix 3.8967, est 6.3094
utt 50_mix.wav: mix 2.0327, est 5.1526
utt 512_mix.wav: mix 13.7741, est 12.5630
utt 969_mix.wav: mix -2.8206, est 3.9864
utt 744_mix.wav: mix 8.3331, est 11.2394
utt 242_mix.wav: mix 4.1564, est 7.1472
utt 897_mix.wav: mix 3.9669, est 10.1138
utt 207_mix.wav: mix 7.9138, est 10.7151
utt 962_mix.wav: mix 7.1301, est 12.1252
utt 2_mix.wav: mix -0.2129, est 2.9203
utt 939_mix.wav: mix 11.8521, est 12.5941
utt 495_mix.wav: mix 2.2238, est 7.8768
utt 31_mix.wav: mix -1.7730, est 5.2687
utt 643_mix.wav: mix 2.1402, est 10.0309
utt 452_mix.wav: mix 3.7150, est 5.6746
utt 376_mix.wav: mix 5.8787, est 9.4197
utt 151_mix.wav: mix 6.9943, est 13.5860
utt 806_mix.wav: mix 14.0111, est 11.5804
utt 308_mix.wav: mix -1.3686, est 5.4738
utt 843_mix.wav: mix 7.1541, est 9.5954
utt 251_mix.wav: mix 9.8113, est 15.0171
utt 621_mix.wav: mix 10.2266, est 11.5018
utt 769_mix.wav: mix -3.1542, est 4.4085
utt 255_mix.wav: mix 8.1004, est 10.4356
utt 271_mix.wav: mix 12.1597, est 12.7938
utt 766_mix.wav: mix 7.5187, est 11.2410
utt 884_mix.wav: mix 3.4922, est 10.8225
utt 140_mix.wav: mix 13.4255, est 12.6594
utt 625_mix.wav: mix 0.7467, est 4.3602
utt 619_mix.wav: mix 13.7603, est 13.8023
utt 825_mix.wav: mix -1.9270, est 6.9170
utt 256_mix.wav: mix -1.8737, est 4.2793
utt 673_mix.wav: mix 12.6390, est 10.6300
utt 467_mix.wav: mix 14.7688, est 13.3404
utt 991_mix.wav: mix -2.9529, est 3.1253
utt 948_mix.wav: mix -3.3563, est 3.3578
utt 678_mix.wav: mix -0.8559, est 8.8439
utt 358_mix.wav: mix 12.0462, est 12.9798
utt 886_mix.wav: mix 14.1356, est 13.1865
utt 721_mix.wav: mix 14.3627, est 13.7990
utt 631_mix.wav: mix 10.2880, est 11.9911
utt 789_mix.wav: mix -2.8538, est 2.7987
utt 127_mix.wav: mix 2.3611, est 10.9893
utt 855_mix.wav: mix 1.1681, est 6.9251
utt 9_mix.wav: mix 8.9688, est 1.4079
utt 670_mix.wav: mix 12.2469, est 13.5710
utt 21_mix.wav: mix 1.7557, est 7.5583
utt 252_mix.wav: mix 4.9510, est 8.2378
utt 117_mix.wav: mix 0.3620, est 8.4060
utt 43_mix.wav: mix 6.5253, est 12.5632
utt 694_mix.wav: mix 2.0208, est 6.2893
utt 723_mix.wav: mix -1.6164, est 6.0772
utt 799_mix.wav: mix -2.0645, est 5.7883
utt 95_mix.wav: mix 0.8973, est 8.7716
utt 924_mix.wav: mix 0.9670, est 4.0832
utt 992_mix.wav: mix -2.9155, est 4.6022
utt 446_mix.wav: mix 1.4716, est 7.1602
utt 134_mix.wav: mix -0.7050, est 5.9077
utt 82_mix.wav: mix 10.7418, est 10.6479
utt 750_mix.wav: mix 14.6441, est 14.2392
utt 812_mix.wav: mix 7.8714, est 9.3911
utt 877_mix.wav: mix 6.8991, est 11.0259
utt 451_mix.wav: mix 2.3455, est 7.8570
utt 362_mix.wav: mix 10.0112, est 13.4157
utt 142_mix.wav: mix 4.3355, est 8.6258
utt 936_mix.wav: mix 7.2456, est 7.3785
utt 634_mix.wav: mix 2.0582, est 7.2503
utt 417_mix.wav: mix -2.3115, est 3.7430
utt 558_mix.wav: mix 1.8890, est 6.6448
utt 579_mix.wav: mix -3.7265, est 6.1896
utt 69_mix.wav: mix 4.0665, est 8.0962
utt 604_mix.wav: mix 4.7434, est 8.1906
utt 231_mix.wav: mix 4.3063, est 11.2739
utt 623_mix.wav: mix 9.5771, est 10.9624
utt 137_mix.wav: mix 10.4974, est 9.2171
utt 952_mix.wav: mix 10.4449, est 12.5041
utt 668_mix.wav: mix 8.4967, est 8.4437
utt 382_mix.wav: mix 1.1452, est 3.6585
utt 751_mix.wav: mix 2.4507, est 8.6772
utt 988_mix.wav: mix 0.5755, est 3.1599
utt 336_mix.wav: mix -0.8050, est 3.8146
utt 659_mix.wav: mix 12.9844, est 14.3441
utt 295_mix.wav: mix 12.2263, est 12.9300
utt 28_mix.wav: mix 5.1891, est 6.9176
utt 644_mix.wav: mix 4.7256, est 10.3029
utt 392_mix.wav: mix 14.0495, est 14.0428
utt 60_mix.wav: mix 13.9205, est 11.0326
utt 685_mix.wav: mix 9.7491, est 11.8137
utt 554_mix.wav: mix -0.4003, est 3.3257
utt 859_mix.wav: mix -0.1191, est 5.1516
utt 97_mix.wav: mix 7.7620, est 4.4654
utt 733_mix.wav: mix 5.0547, est 8.2113
utt 517_mix.wav: mix 10.5774, est 13.0433
utt 254_mix.wav: mix 3.3348, est 8.2245
utt 524_mix.wav: mix 10.3004, est 13.7325
utt 91_mix.wav: mix 10.3260, est 11.5745
utt 213_mix.wav: mix 6.1861, est 11.6027
utt 147_mix.wav: mix 10.2657, est 12.4865
utt 181_mix.wav: mix 14.4776, est 13.0804
utt 268_mix.wav: mix 13.7106, est 12.7078
utt 807_mix.wav: mix 14.7231, est 13.2315
utt 970_mix.wav: mix -2.3245, est 7.7438
utt 386_mix.wav: mix 2.7952, est 10.3392
utt 170_mix.wav: mix 1.3378, est 7.1662
utt 541_mix.wav: mix 12.9282, est 11.7262
utt 48_mix.wav: mix -4.1287, est 1.3677
utt 801_mix.wav: mix -4.6145, est 2.9165
utt 882_mix.wav: mix 4.5778, est 7.9701
utt 198_mix.wav: mix -4.8150, est 4.5561
utt 276_mix.wav: mix 1.2402, est 5.5844
utt 42_mix.wav: mix 11.4492, est 9.1008
utt 675_mix.wav: mix 1.9786, est 8.8239
utt 372_mix.wav: mix 13.6405, est 11.4127
utt 148_mix.wav: mix 1.9577, est 6.7804
utt 129_mix.wav: mix 12.8778, est 13.4195
utt 627_mix.wav: mix -1.0942, est 7.7369
utt 407_mix.wav: mix 0.3678, est 6.6602
utt 583_mix.wav: mix -2.0592, est 5.3666
utt 454_mix.wav: mix 12.5189, est 12.4553
utt 65_mix.wav: mix 9.1084, est 10.6983
utt 514_mix.wav: mix 2.6333, est 12.7375
utt 714_mix.wav: mix 14.9766, est 12.6016
utt 820_mix.wav: mix 2.4114, est 7.6707
utt 663_mix.wav: mix 10.6884, est 11.0287
utt 736_mix.wav: mix -0.2712, est 8.7849
utt 887_mix.wav: mix 11.0961, est 15.0012
utt 816_mix.wav: mix 10.4023, est 11.6151
utt 763_mix.wav: mix 5.7807, est 7.2888
utt 775_mix.wav: mix -4.3815, est 2.6832
utt 569_mix.wav: mix -4.7772, est 3.9502
utt 513_mix.wav: mix -2.2113, est 5.2257
utt 285_mix.wav: mix 2.2330, est 6.4620
utt 73_mix.wav: mix 12.9589, est 10.8327
utt 45_mix.wav: mix 4.4524, est 10.8070
utt 162_mix.wav: mix 6.1101, est 9.6025
utt 63_mix.wav: mix 1.5435, est 10.1898
utt 734_mix.wav: mix 2.8028, est 8.2211
utt 831_mix.wav: mix 10.5344, est 10.7905
utt 168_mix.wav: mix 10.5577, est 13.0613
utt 921_mix.wav: mix -1.6368, est 6.8070
utt 37_mix.wav: mix 7.8836, est 9.5971
utt 344_mix.wav: mix 11.0387, est 14.1070
utt 309_mix.wav: mix 9.9634, est 10.5214
utt 432_mix.wav: mix 0.3721, est 7.7619
utt 461_mix.wav: mix 9.1171, est 8.6859
utt 941_mix.wav: mix 0.4971, est 7.9189
utt 450_mix.wav: mix -1.7286, est 3.7184
utt 230_mix.wav: mix 9.2399, est 10.9023
utt 288_mix.wav: mix -4.0384, est 0.9840
utt 535_mix.wav: mix 9.9616, est 10.7785
utt 964_mix.wav: mix -0.8368, est 7.6444
utt 746_mix.wav: mix 4.1418, est 8.2442
utt 916_mix.wav: mix -1.1464, est 3.6514
utt 716_mix.wav: mix 8.0810, est 13.5583
utt 84_mix.wav: mix 9.4684, est 12.6424
utt 223_mix.wav: mix 5.7425, est 7.6497
utt 857_mix.wav: mix 4.1359, est 8.2806
utt 765_mix.wav: mix 5.4653, est 10.6401
utt 215_mix.wav: mix 12.8200, est 11.6725
utt 265_mix.wav: mix 0.3035, est 8.7862
utt 518_mix.wav: mix 10.0746, est 13.7610
utt 641_mix.wav: mix 7.4390, est 10.6156
utt 237_mix.wav: mix -4.0384, est 3.8833
utt 827_mix.wav: mix 9.9728, est 11.8263
utt 368_mix.wav: mix 102.3048, est 12.2513
utt 895_mix.wav: mix 13.9583, est 13.1066
utt 779_mix.wav: mix 7.5259, est 12.4397
utt 871_mix.wav: mix -0.0376, est 7.3922
utt 722_mix.wav: mix 10.5516, est 11.9534
utt 322_mix.wav: mix 7.3782, est 8.0692
utt 11_mix.wav: mix 13.2171, est 13.8094
utt 90_mix.wav: mix 1.6311, est 6.8174
utt 573_mix.wav: mix 0.6901, est 8.7654
utt 568_mix.wav: mix 14.9023, est 7.2789
utt 494_mix.wav: mix 6.9564, est 9.5504
utt 543_mix.wav: mix 12.8918, est 13.7438
utt 459_mix.wav: mix -2.0302, est 6.5647
utt 890_mix.wav: mix -4.5921, est 6.9051
utt 167_mix.wav: mix 0.5768, est 4.4798
utt 466_mix.wav: mix 0.7325, est 8.6643
utt 959_mix.wav: mix 1.6415, est 6.6941
utt 53_mix.wav: mix -3.9385, est 8.8938
utt 54_mix.wav: mix 12.3614, est 11.4445
utt 98_mix.wav: mix 9.7029, est 12.0077
utt 853_mix.wav: mix 0.7937, est 5.9667
utt 359_mix.wav: mix 0.7658, est 9.0385
utt 823_mix.wav: mix -4.1812, est 0.8190
utt 846_mix.wav: mix 14.1340, est 15.4950
utt 814_mix.wav: mix 6.3044, est 10.4114
utt 542_mix.wav: mix 12.9335, est 12.4202
utt 388_mix.wav: mix 12.7523, est 9.2532
utt 115_mix.wav: mix 10.7197, est 11.9700
utt 860_mix.wav: mix 11.0068, est 12.1466
utt 85_mix.wav: mix -4.0342, est 3.1340
utt 483_mix.wav: mix 11.7815, est 14.5819
utt 422_mix.wav: mix 8.5204, est 9.7044
utt 163_mix.wav: mix 8.3672, est 9.2773
utt 582_mix.wav: mix -3.4032, est 4.1422
utt 186_mix.wav: mix 12.5151, est 12.9733
utt 463_mix.wav: mix 2.6569, est 7.5576
utt 986_mix.wav: mix 7.0921, est 4.0534
utt 538_mix.wav: mix 2.1469, est 6.3205
utt 804_mix.wav: mix 12.0914, est 13.1332
utt 99_mix.wav: mix 4.0494, est 8.4885
utt 774_mix.wav: mix -3.7089, est 8.2782
utt 836_mix.wav: mix 0.6692, est 7.8556
utt 429_mix.wav: mix 14.6325, est 13.4005
utt 337_mix.wav: mix 6.6048, est 4.3062
utt 915_mix.wav: mix 3.6411, est 9.3080
utt 572_mix.wav: mix -3.4999, est 1.2208
utt 278_mix.wav: mix 13.0353, est 16.1119
utt 918_mix.wav: mix -0.5341, est 4.1815
utt 164_mix.wav: mix 5.7306, est 8.3479
utt 590_mix.wav: mix 7.0521, est 9.1754
utt 172_mix.wav: mix 13.0197, est 9.5749
utt 662_mix.wav: mix 2.0805, est 7.0233
utt 431_mix.wav: mix 6.9583, est 13.2817
utt 155_mix.wav: mix -1.5056, est 5.3180
utt 547_mix.wav: mix -3.5431, est 2.7926
utt 532_mix.wav: mix 5.0381, est 8.3588
utt 677_mix.wav: mix 0.9153, est 11.2241
utt 961_mix.wav: mix 12.7382, est 9.0520
utt 440_mix.wav: mix 0.7451, est 6.2196
utt 785_mix.wav: mix -3.7108, est 6.6633
utt 236_mix.wav: mix -2.1043, est 2.7846
utt 955_mix.wav: mix 7.7522, est 8.2580
utt 259_mix.wav: mix 9.7674, est 11.2795
utt 281_mix.wav: mix -1.1146, est 5.8714
utt 817_mix.wav: mix 12.6508, est 12.3755
utt 258_mix.wav: mix 2.3146, est 5.8836
utt 88_mix.wav: mix 7.5344, est 11.3963
utt 747_mix.wav: mix 4.2695, est 7.7292
utt 241_mix.wav: mix -4.0400, est 2.7962
utt 188_mix.wav: mix 4.6629, est 11.1295
utt 158_mix.wav: mix 14.4526, est 14.8340
utt 66_mix.wav: mix 14.4396, est 12.3316
utt 296_mix.wav: mix -1.6843, est 1.9381
utt 796_mix.wav: mix 1.4385, est 7.5723
utt 711_mix.wav: mix 6.9380, est 9.4791
utt 935_mix.wav: mix 10.1391, est 10.6756
utt 885_mix.wav: mix 7.4070, est 10.9529
utt 435_mix.wav: mix 12.7965, est 14.9697
utt 312_mix.wav: mix 11.2847, est 12.2491
utt 328_mix.wav: mix 1.7267, est 6.5613
utt 384_mix.wav: mix 2.1079, est 5.5745
========================================
snr results: (1000 utts)
mix : 6.0834 +- 11.8442
est : 8.9397 +- 3.5340
