utt 347_mix.wav: mix 0.9380, est 0.9324
utt 858_mix.wav: mix 0.9626, est 0.9635
utt 656_mix.wav: mix 0.6583, est 0.6875
utt 455_mix.wav: mix 0.9647, est 0.9516
utt 839_mix.wav: mix 0.7086, est 0.7520
utt 702_mix.wav: mix 0.8250, est 0.8474
utt 487_mix.wav: mix 0.9634, est 0.9271
utt 783_mix.wav: mix 0.9591, est 0.9559
utt 759_mix.wav: mix 0.7907, est 0.8348
utt 712_mix.wav: mix 0.7337, est 0.7546
utt 539_mix.wav: mix 0.8491, est 0.8134
utt 363_mix.wav: mix 0.9161, est 0.9276
utt 33_mix.wav: mix 0.9826, est 0.9688
utt 989_mix.wav: mix 0.7801, est 0.7686
utt 465_mix.wav: mix 0.9327, est 0.9308
utt 963_mix.wav: mix 0.8886, est 0.8483
utt 490_mix.wav: mix 0.9396, est 0.9343
utt 427_mix.wav: mix 0.5978, est 0.7021
utt 120_mix.wav: mix 0.9437, est 0.9498
utt 753_mix.wav: mix 0.7405, est 0.7290
utt 730_mix.wav: mix 0.8249, est 0.7987
utt 592_mix.wav: mix 0.7835, est 0.8195
utt 717_mix.wav: mix 0.9707, est 0.9633
utt 630_mix.wav: mix 0.8037, est 0.7980
utt 420_mix.wav: mix 0.9126, est 0.9178
utt 448_mix.wav: mix 0.8288, est 0.8381
utt 399_mix.wav: mix 0.9182, est 0.9224
utt 889_mix.wav: mix 0.9227, est 0.9230
utt 406_mix.wav: mix 0.9526, est 0.9264
utt 851_mix.wav: mix 0.9442, est 0.9316
utt 64_mix.wav: mix 0.9670, est 0.9703
utt 689_mix.wav: mix 0.7881, est 0.8243
utt 89_mix.wav: mix 0.9196, est 0.8906
utt 96_mix.wav: mix 0.5811, est 0.5176
utt 729_mix.wav: mix 0.8354, est 0.8223
utt 540_mix.wav: mix 0.8799, est 0.8287
utt 425_mix.wav: mix 0.8456, est 0.8563
utt 395_mix.wav: mix 1.0000, est 0.9565
utt 345_mix.wav: mix 0.9503, est 0.9079
utt 476_mix.wav: mix 0.8041, est 0.8311
utt 352_mix.wav: mix 0.8818, est 0.9073
utt 687_mix.wav: mix 0.8582, est 0.8826
utt 274_mix.wav: mix 0.7928, est 0.7897
utt 320_mix.wav: mix 0.9401, est 0.9585
utt 575_mix.wav: mix 0.9017, est 0.8953
utt 536_mix.wav: mix 0.9051, est 0.8664
utt 612_mix.wav: mix 0.9452, est 0.9294
utt 589_mix.wav: mix 0.8039, est 0.8572
utt 338_mix.wav: mix 0.9429, est 0.9420
utt 603_mix.wav: mix 0.5881, est 0.6390
utt 979_mix.wav: mix 0.9481, est 0.9383
utt 982_mix.wav: mix 0.8225, est 0.8518
utt 355_mix.wav: mix 0.9081, est 0.9254
utt 530_mix.wav: mix 0.7110, est 0.7154
utt 910_mix.wav: mix 0.9507, est 0.9421
utt 854_mix.wav: mix 0.8531, est 0.8594
utt 441_mix.wav: mix 0.6752, est 0.7925
utt 456_mix.wav: mix 0.8298, est 0.8606
utt 581_mix.wav: mix 0.9436, est 0.9328
utt 178_mix.wav: mix 0.9588, est 0.9578
utt 883_mix.wav: mix 0.8701, est 0.8935
utt 690_mix.wav: mix 0.9285, est 0.9242
utt 679_mix.wav: mix 0.9868, est 0.9795
utt 870_mix.wav: mix 0.9115, est 0.9311
utt 62_mix.wav: mix 0.9355, est 0.9527
utt 891_mix.wav: mix 0.9883, est 0.9701
utt 428_mix.wav: mix 0.8615, est 0.8640
utt 904_mix.wav: mix 0.9833, est 0.9378
utt 652_mix.wav: mix 0.9926, est 0.9879
utt 479_mix.wav: mix 0.7097, est 0.7165
utt 824_mix.wav: mix 0.8444, est 0.8625
utt 124_mix.wav: mix 0.7538, est 0.7941
utt 607_mix.wav: mix 0.6835, est 0.7901
utt 934_mix.wav: mix 0.8551, est 0.8536
utt 218_mix.wav: mix 0.9862, est 0.9781
utt 341_mix.wav: mix 0.8140, est 0.8315
utt 339_mix.wav: mix 0.6187, est 0.6526
utt 123_mix.wav: mix 0.8501, est 0.8807
utt 794_mix.wav: mix 0.9087, est 0.9180
utt 250_mix.wav: mix 1.0000, est 0.8721
utt 139_mix.wav: mix 0.9101, est 0.8625
utt 995_mix.wav: mix 0.7841, est 0.8297
utt 374_mix.wav: mix 0.8988, est 0.9016
utt 911_mix.wav: mix 0.5360, est 0.6116
utt 776_mix.wav: mix 0.8687, est 0.9015
utt 280_mix.wav: mix 0.9701, est 0.9670
utt 114_mix.wav: mix 0.9473, est 0.9507
utt 949_mix.wav: mix 0.9774, est 0.9709
utt 819_mix.wav: mix 0.8473, est 0.8597
utt 984_mix.wav: mix 0.9024, est 0.8967
utt 15_mix.wav: mix 0.8203, est 0.8625
utt 931_mix.wav: mix 0.7902, est 0.7367
utt 635_mix.wav: mix 0.9834, est 0.9825
utt 179_mix.wav: mix 0.7432, est 0.7908
utt 975_mix.wav: mix 0.7679, est 0.7955
utt 879_mix.wav: mix 0.8735, est 0.8510
utt 852_mix.wav: mix 0.7966, est 0.8217
utt 433_mix.wav: mix 0.9866, est 0.9783
utt 614_mix.wav: mix 0.9654, est 0.9673
utt 976_mix.wav: mix 0.7922, est 0.8086
utt 208_mix.wav: mix 0.9799, est 0.9691
utt 499_mix.wav: mix 0.7991, est 0.7994
utt 40_mix.wav: mix 0.8836, est 0.8997
utt 220_mix.wav: mix 0.9309, est 0.9309
utt 94_mix.wav: mix 0.9649, est 0.9620
utt 460_mix.wav: mix 0.9257, est 0.9359
utt 629_mix.wav: mix 0.7845, est 0.7880
utt 588_mix.wav: mix 0.9499, est 0.9485
utt 310_mix.wav: mix 0.8936, est 0.9193
utt 202_mix.wav: mix 0.6481, est 0.6696
utt 667_mix.wav: mix 0.9450, est 0.9377
utt 920_mix.wav: mix 0.7011, est 0.6818
utt 438_mix.wav: mix 0.6200, est 0.6107
utt 410_mix.wav: mix 0.9929, est 0.9858
utt 165_mix.wav: mix 0.7907, est 0.7933
utt 133_mix.wav: mix 0.8048, est 0.8238
utt 210_mix.wav: mix 0.9315, est 0.9460
utt 645_mix.wav: mix 0.6268, est 0.6332
utt 30_mix.wav: mix 0.8928, est 0.9046
utt 472_mix.wav: mix 0.9266, est 0.9486
utt 488_mix.wav: mix 0.8225, est 0.8307
utt 449_mix.wav: mix 0.9360, est 0.9417
utt 39_mix.wav: mix 0.9579, est 0.9549
utt 528_mix.wav: mix 0.8452, est 0.8546
utt 599_mix.wav: mix 0.7111, est 0.6799
utt 190_mix.wav: mix 0.8273, est 0.8408
utt 660_mix.wav: mix 0.8953, est 0.9157
utt 651_mix.wav: mix 0.7867, est 0.8269
utt 415_mix.wav: mix 0.5633, est 0.5829
utt 613_mix.wav: mix 0.6606, est 0.6772
utt 565_mix.wav: mix 0.7420, est 0.8001
utt 707_mix.wav: mix 0.9552, est 0.8775
utt 348_mix.wav: mix 0.7898, est 0.8123
utt 925_mix.wav: mix 0.9375, est 0.9113
utt 932_mix.wav: mix 0.7737, est 0.8190
utt 47_mix.wav: mix 0.8489, est 0.8573
utt 760_mix.wav: mix 0.9252, est 0.9328
utt 507_mix.wav: mix 0.9408, est 0.9436
utt 286_mix.wav: mix 0.8639, est 0.8549
utt 206_mix.wav: mix 0.7833, est 0.7984
utt 305_mix.wav: mix 0.6668, est 0.7028
utt 686_mix.wav: mix 0.8111, est 0.8098
utt 863_mix.wav: mix 0.9371, est 0.9448
utt 380_mix.wav: mix 0.5866, est 0.6036
utt 112_mix.wav: mix 0.7275, est 0.7663
utt 111_mix.wav: mix 0.7834, est 0.8141
utt 571_mix.wav: mix 0.5852, est 0.5990
utt 968_mix.wav: mix 0.8800, est 0.8978
utt 653_mix.wav: mix 0.7571, est 0.7634
utt 157_mix.wav: mix 0.8664, est 0.8716
utt 945_mix.wav: mix 0.9405, est 0.9393
utt 121_mix.wav: mix 0.7941, est 0.8001
utt 893_mix.wav: mix 0.8840, est 0.9028
utt 177_mix.wav: mix 0.9578, est 0.9573
utt 233_mix.wav: mix 0.8403, est 0.9041
utt 956_mix.wav: mix 0.9171, est 0.9128
utt 699_mix.wav: mix 0.9991, est 0.9634
utt 27_mix.wav: mix 0.8883, est 0.9094
utt 691_mix.wav: mix 0.8509, est 0.8392
utt 135_mix.wav: mix 0.8182, est 0.8234
utt 649_mix.wav: mix 0.6883, est 0.7384
utt 20_mix.wav: mix 0.9069, est 0.8905
utt 67_mix.wav: mix 0.7532, est 0.7783
utt 676_mix.wav: mix 0.8197, est 0.8431
utt 930_mix.wav: mix 0.9528, est 0.9419
utt 356_mix.wav: mix 0.9181, est 0.9195
utt 439_mix.wav: mix 0.9041, est 0.9239
utt 726_mix.wav: mix 0.6508, est 0.6952
utt 249_mix.wav: mix 0.7424, est 0.8324
utt 378_mix.wav: mix 0.9710, est 0.9353
utt 842_mix.wav: mix 0.9310, est 0.9293
utt 665_mix.wav: mix 0.9519, est 0.9456
utt 160_mix.wav: mix 0.9243, est 0.8988
utt 125_mix.wav: mix 0.9081, est 0.9132
utt 342_mix.wav: mix 0.8353, est 0.8531
utt 892_mix.wav: mix 0.8271, est 0.8293
utt 913_mix.wav: mix 0.8249, est 0.8421
utt 838_mix.wav: mix 0.6726, est 0.7001
utt 212_mix.wav: mix 0.9880, est 0.9831
utt 297_mix.wav: mix 0.7844, est 0.8366
utt 46_mix.wav: mix 0.7420, est 0.7551
utt 688_mix.wav: mix 0.8162, est 0.8328
utt 76_mix.wav: mix 0.9055, est 0.9103
utt 642_mix.wav: mix 0.6678, est 0.6871
utt 80_mix.wav: mix 0.8656, est 0.8315
utt 119_mix.wav: mix 0.9426, est 0.9429
utt 29_mix.wav: mix 0.7471, est 0.6699
utt 800_mix.wav: mix 0.6379, est 0.6610
utt 394_mix.wav: mix 0.9372, est 0.9401
utt 314_mix.wav: mix 0.9165, est 0.9001
utt 758_mix.wav: mix 0.8446, est 0.8659
utt 279_mix.wav: mix 0.8506, est 0.8671
utt 834_mix.wav: mix 0.6296, est 0.7317
utt 381_mix.wav: mix 0.9582, est 0.9599
utt 844_mix.wav: mix 0.7999, est 0.8296
utt 522_mix.wav: mix 0.7498, est 0.7636
utt 192_mix.wav: mix 0.9750, est 0.9583
utt 228_mix.wav: mix 0.9880, est 0.9750
utt 720_mix.wav: mix 0.9796, est 0.9614
utt 544_mix.wav: mix 0.8590, est 0.8797
utt 693_mix.wav: mix 0.6528, est 0.6789
utt 298_mix.wav: mix 0.9253, est 0.9171
utt 947_mix.wav: mix 0.9060, est 0.9054
utt 51_mix.wav: mix 0.7251, est 0.7695
utt 478_mix.wav: mix 0.9076, est 0.9396
utt 516_mix.wav: mix 0.8948, est 0.8751
utt 808_mix.wav: mix 0.8624, est 0.8519
utt 570_mix.wav: mix 0.9483, est 0.9397
utt 725_mix.wav: mix 0.9622, est 0.9387
utt 14_mix.wav: mix 0.8445, est 0.8862
utt 108_mix.wav: mix 0.9512, est 0.8971
utt 928_mix.wav: mix 0.6372, est 0.6801
utt 899_mix.wav: mix 0.8562, est 0.8572
utt 778_mix.wav: mix 0.6014, est 0.6282
utt 828_mix.wav: mix 0.7128, est 0.7473
utt 77_mix.wav: mix 0.9589, est 0.9084
utt 876_mix.wav: mix 0.8924, est 0.9080
utt 867_mix.wav: mix 0.8700, est 0.9025
utt 152_mix.wav: mix 0.9110, est 0.9100
utt 6_mix.wav: mix 0.7834, est 0.7865
utt 50_mix.wav: mix 0.7165, est 0.7544
utt 512_mix.wav: mix 0.9257, est 0.9426
utt 969_mix.wav: mix 0.7207, est 0.7195
utt 744_mix.wav: mix 0.9049, est 0.9238
utt 242_mix.wav: mix 0.6033, est 0.6141
utt 897_mix.wav: mix 0.9094, est 0.9149
utt 207_mix.wav: mix 0.8699, est 0.9005
utt 962_mix.wav: mix 0.9811, est 0.9764
utt 2_mix.wav: mix 0.8039, est 0.7885
utt 939_mix.wav: mix 0.9099, est 0.9054
utt 495_mix.wav: mix 0.7647, est 0.8106
utt 31_mix.wav: mix 0.6435, est 0.6673
utt 643_mix.wav: mix 0.9857, est 0.9689
utt 452_mix.wav: mix 0.8626, est 0.8506
utt 376_mix.wav: mix 0.9140, est 0.8954
utt 151_mix.wav: mix 0.9187, est 0.9305
utt 806_mix.wav: mix 0.9565, est 0.9419
utt 308_mix.wav: mix 0.7446, est 0.7702
utt 843_mix.wav: mix 0.7759, est 0.7765
utt 251_mix.wav: mix 0.9347, est 0.9451
utt 621_mix.wav: mix 0.9312, est 0.9379
utt 769_mix.wav: mix 0.5955, est 0.5608
utt 255_mix.wav: mix 0.8004, est 0.8008
utt 271_mix.wav: mix 0.9784, est 0.9699
utt 766_mix.wav: mix 0.9682, est 0.9550
utt 884_mix.wav: mix 0.9456, est 0.9463
utt 140_mix.wav: mix 0.9759, est 0.9234
utt 625_mix.wav: mix 0.8553, est 0.8751
utt 619_mix.wav: mix 0.9913, est 0.9844
utt 825_mix.wav: mix 0.6714, est 0.7017
utt 256_mix.wav: mix 0.7686, est 0.7962
utt 673_mix.wav: mix 0.9581, est 0.9562
utt 467_mix.wav: mix 0.9927, est 0.9827
utt 991_mix.wav: mix 0.7493, est 0.7529
utt 948_mix.wav: mix 0.6265, est 0.6600
utt 678_mix.wav: mix 0.6982, est 0.6341
utt 358_mix.wav: mix 0.9524, est 0.9443
utt 886_mix.wav: mix 0.9142, est 0.9139
utt 721_mix.wav: mix 0.9807, est 0.9742
utt 631_mix.wav: mix 0.8127, est 0.8234
utt 789_mix.wav: mix 0.7098, est 0.7011
utt 127_mix.wav: mix 0.9207, est 0.9244
utt 855_mix.wav: mix 0.6547, est 0.7402
utt 9_mix.wav: mix 0.4967, est 0.3988
utt 670_mix.wav: mix 0.9599, est 0.9549
utt 21_mix.wav: mix 0.8886, est 0.9223
utt 252_mix.wav: mix 0.8641, est 0.8694
utt 117_mix.wav: mix 0.6045, est 0.6212
utt 43_mix.wav: mix 0.9124, est 0.9342
utt 694_mix.wav: mix 0.7068, est 0.7653
utt 723_mix.wav: mix 0.8337, est 0.8455
utt 799_mix.wav: mix 0.7211, est 0.7169
utt 95_mix.wav: mix 0.8628, est 0.8984
utt 924_mix.wav: mix 0.8758, est 0.8596
utt 992_mix.wav: mix 0.4943, est 0.4541
utt 446_mix.wav: mix 0.7625, est 0.8004
utt 134_mix.wav: mix 0.7340, est 0.7863
utt 82_mix.wav: mix 0.9272, est 0.9297
utt 750_mix.wav: mix 0.9895, est 0.9705
utt 812_mix.wav: mix 0.8547, est 0.8802
utt 877_mix.wav: mix 0.9381, est 0.9258
utt 451_mix.wav: mix 0.7627, est 0.7807
utt 362_mix.wav: mix 0.9382, est 0.9418
utt 142_mix.wav: mix 0.7101, est 0.7345
utt 936_mix.wav: mix 0.8102, est 0.8112
utt 634_mix.wav: mix 0.7986, est 0.8540
utt 417_mix.wav: mix 0.7614, est 0.7772
utt 558_mix.wav: mix 0.7754, est 0.7110
utt 579_mix.wav: mix 0.9261, est 0.9252
utt 69_mix.wav: mix 0.8564, est 0.8710
utt 604_mix.wav: mix 0.7595, est 0.7796
utt 231_mix.wav: mix 0.9281, est 0.9163
utt 623_mix.wav: mix 0.9298, est 0.9238
utt 137_mix.wav: mix 0.8948, est 0.8799
utt 952_mix.wav: mix 0.9588, est 0.9591
utt 668_mix.wav: mix 0.8744, est 0.8981
utt 382_mix.wav: mix 0.8178, est 0.8223
utt 751_mix.wav: mix 0.8097, est 0.8550
utt 988_mix.wav: mix 0.6943, est 0.7003
utt 336_mix.wav: mix 0.6545, est 0.6570
utt 659_mix.wav: mix 0.9923, est 0.9735
utt 295_mix.wav: mix 0.9733, est 0.9654
utt 28_mix.wav: mix 0.8934, est 0.9155
utt 644_mix.wav: mix 0.9233, est 0.8978
utt 392_mix.wav: mix 0.9344, est 0.9095
utt 60_mix.wav: mix 0.8879, est 0.8718
utt 685_mix.wav: mix 0.9496, est 0.9436
utt 554_mix.wav: mix 0.8880, est 0.8456
utt 859_mix.wav: mix 0.7093, est 0.7111
utt 97_mix.wav: mix 0.9139, est 0.9092
utt 733_mix.wav: mix 0.8235, est 0.8791
utt 517_mix.wav: mix 0.8452, est 0.8561
utt 254_mix.wav: mix 0.8779, est 0.8705
utt 524_mix.wav: mix 0.8802, est 0.9161
utt 91_mix.wav: mix 0.8642, est 0.8732
utt 213_mix.wav: mix 0.8949, est 0.9162
utt 147_mix.wav: mix 0.8769, est 0.9097
utt 181_mix.wav: mix 0.9843, est 0.9698
utt 268_mix.wav: mix 0.9824, est 0.9701
utt 807_mix.wav: mix 0.8923, est 0.8961
utt 970_mix.wav: mix 0.7322, est 0.7851
utt 386_mix.wav: mix 0.8710, est 0.8769
utt 170_mix.wav: mix 0.9150, est 0.9246
utt 541_mix.wav: mix 0.9547, est 0.9512
utt 48_mix.wav: mix 0.8127, est 0.8187
utt 801_mix.wav: mix 0.6305, est 0.6262
utt 882_mix.wav: mix 0.8898, est 0.9017
utt 198_mix.wav: mix 0.5206, est 0.5344
utt 276_mix.wav: mix 0.8602, est 0.8678
utt 42_mix.wav: mix 0.9730, est 0.9616
utt 675_mix.wav: mix 0.8585, est 0.8747
utt 372_mix.wav: mix 0.9634, est 0.9572
utt 148_mix.wav: mix 0.8340, est 0.8493
utt 129_mix.wav: mix 0.9843, est 0.9785
utt 627_mix.wav: mix 0.7666, est 0.7821
utt 407_mix.wav: mix 0.9607, est 0.9357
utt 583_mix.wav: mix 0.9130, est 0.8070
utt 454_mix.wav: mix 0.9723, est 0.9590
utt 65_mix.wav: mix 0.9197, est 0.9275
utt 514_mix.wav: mix 0.9730, est 0.9729
utt 714_mix.wav: mix 0.9519, est 0.9605
utt 820_mix.wav: mix 0.9253, est 0.8941
utt 663_mix.wav: mix 0.9774, est 0.9669
utt 736_mix.wav: mix 0.8369, est 0.8654
utt 887_mix.wav: mix 0.9816, est 0.9758
utt 816_mix.wav: mix 0.9265, est 0.9325
utt 763_mix.wav: mix 0.8918, est 0.9169
utt 775_mix.wav: mix 0.7156, est 0.7195
utt 569_mix.wav: mix 0.5351, est 0.5656
utt 513_mix.wav: mix 0.8387, est 0.8062
utt 285_mix.wav: mix 0.9231, est 0.9353
utt 73_mix.wav: mix 0.9474, est 0.9514
utt 45_mix.wav: mix 0.8703, est 0.8756
utt 162_mix.wav: mix 0.9064, est 0.9187
utt 63_mix.wav: mix 0.8184, est 0.8663
utt 734_mix.wav: mix 0.7142, est 0.7561
utt 831_mix.wav: mix 0.8935, est 0.8972
utt 168_mix.wav: mix 0.9873, est 0.9461
utt 921_mix.wav: mix 0.8500, est 0.8411
utt 37_mix.wav: mix 0.9425, est 0.9474
utt 344_mix.wav: mix 0.8394, est 0.8611
utt 309_mix.wav: mix 0.8579, est 0.8987
utt 432_mix.wav: mix 0.8633, est 0.8941
utt 461_mix.wav: mix 0.8763, est 0.8734
utt 941_mix.wav: mix 0.8463, est 0.8743
utt 450_mix.wav: mix 0.7221, est 0.7029
utt 230_mix.wav: mix 0.8900, est 0.9099
utt 288_mix.wav: mix 0.5229, est 0.5184
utt 535_mix.wav: mix 0.7804, est 0.7824
utt 964_mix.wav: mix 0.9387, est 0.9401
utt 746_mix.wav: mix 0.9011, est 0.9150
utt 916_mix.wav: mix 0.7756, est 0.8352
utt 716_mix.wav: mix 0.9959, est 0.9849
utt 84_mix.wav: mix 0.6638, est 0.6857
utt 223_mix.wav: mix 0.9321, est 0.9181
utt 857_mix.wav: mix 0.8977, est 0.9077
utt 765_mix.wav: mix 0.8525, est 0.8857
utt 215_mix.wav: mix 0.8931, est 0.9082
utt 265_mix.wav: mix 0.8123, est 0.8510
utt 518_mix.wav: mix 0.8990, est 0.8876
utt 641_mix.wav: mix 0.9054, est 0.9233
utt 237_mix.wav: mix 0.4493, est 0.4755
utt 827_mix.wav: mix 0.9466, est 0.9511
utt 368_mix.wav: mix 1.0000, est 0.9858
utt 895_mix.wav: mix 0.9676, est 0.9659
utt 779_mix.wav: mix 0.9001, est 0.9170
utt 871_mix.wav: mix 0.8588, est 0.8387
utt 722_mix.wav: mix 0.8733, est 0.8691
utt 322_mix.wav: mix 0.8517, est 0.8568
utt 11_mix.wav: mix 0.8908, est 0.9222
utt 90_mix.wav: mix 0.8627, est 0.8734
utt 573_mix.wav: mix 0.8469, est 0.8447
utt 568_mix.wav: mix 0.7358, est 0.7134
utt 494_mix.wav: mix 0.9233, est 0.9247
utt 543_mix.wav: mix 0.9516, est 0.9580
utt 459_mix.wav: mix 0.8793, est 0.8870
utt 890_mix.wav: mix 0.7981, est 0.8563
utt 167_mix.wav: mix 0.8801, est 0.8938
utt 466_mix.wav: mix 0.8313, est 0.8785
utt 959_mix.wav: mix 0.7205, est 0.7513
utt 53_mix.wav: mix 0.7783, est 0.7118
utt 54_mix.wav: mix 0.9133, est 0.9304
utt 98_mix.wav: mix 0.8947, est 0.8993
utt 853_mix.wav: mix 0.7115, est 0.8118
utt 359_mix.wav: mix 0.7968, est 0.8293
utt 823_mix.wav: mix 0.6799, est 0.6868
utt 846_mix.wav: mix 0.9951, est 0.9577
utt 814_mix.wav: mix 0.9555, est 0.9666
utt 542_mix.wav: mix 0.9620, est 0.9542
utt 388_mix.wav: mix 0.9328, est 0.9316
utt 115_mix.wav: mix 0.9656, est 0.9305
utt 860_mix.wav: mix 0.6956, est 0.6708
utt 85_mix.wav: mix 0.6986, est 0.7281
utt 483_mix.wav: mix 0.8846, est 0.8903
utt 422_mix.wav: mix 0.7172, est 0.6968
utt 163_mix.wav: mix 0.7672, est 0.8045
utt 582_mix.wav: mix 0.5941, est 0.6703
utt 186_mix.wav: mix 0.9773, est 0.9712
utt 463_mix.wav: mix 0.6878, est 0.7594
utt 986_mix.wav: mix 0.9077, est 0.8974
utt 538_mix.wav: mix 0.7798, est 0.8174
utt 804_mix.wav: mix 0.9706, est 0.9613
utt 99_mix.wav: mix 0.9609, est 0.9580
utt 774_mix.wav: mix 0.7900, est 0.8408
utt 836_mix.wav: mix 0.8161, est 0.8038
utt 429_mix.wav: mix 0.9604, est 0.9463
utt 337_mix.wav: mix 0.9994, est 0.9224
utt 915_mix.wav: mix 0.6752, est 0.7347
utt 572_mix.wav: mix 0.6714, est 0.6624
utt 278_mix.wav: mix 0.9826, est 0.9758
utt 918_mix.wav: mix 0.7043, est 0.7318
utt 164_mix.wav: mix 0.8850, est 0.9010
utt 590_mix.wav: mix 0.9445, est 0.9290
utt 172_mix.wav: mix 0.8858, est 0.7750
utt 662_mix.wav: mix 0.7407, est 0.7133
utt 431_mix.wav: mix 0.9546, est 0.9565
utt 155_mix.wav: mix 0.7789, est 0.7492
utt 547_mix.wav: mix 0.8735, est 0.8413
utt 532_mix.wav: mix 0.8447, est 0.8882
utt 677_mix.wav: mix 0.8064, est 0.8373
utt 961_mix.wav: mix 0.9493, est 0.8912
utt 440_mix.wav: mix 0.8470, est 0.8500
utt 785_mix.wav: mix 0.6504, est 0.6940
utt 236_mix.wav: mix 0.5130, est 0.4332
utt 955_mix.wav: mix 0.8626, est 0.8651
utt 259_mix.wav: mix 0.8399, est 0.8172
utt 281_mix.wav: mix 0.6650, est 0.6967
utt 817_mix.wav: mix 0.9845, est 0.9788
utt 258_mix.wav: mix 0.6929, est 0.7147
utt 88_mix.wav: mix 0.8293, est 0.8485
utt 747_mix.wav: mix 0.6236, est 0.6603
utt 241_mix.wav: mix 0.5161, est 0.5283
utt 188_mix.wav: mix 0.8796, est 0.9119
utt 158_mix.wav: mix 0.9268, est 0.9249
utt 66_mix.wav: mix 0.9360, est 0.9385
utt 296_mix.wav: mix 0.7880, est 0.7742
utt 796_mix.wav: mix 0.8861, est 0.8985
utt 711_mix.wav: mix 0.8701, est 0.8718
utt 935_mix.wav: mix 0.9878, est 0.9742
utt 885_mix.wav: mix 0.8311, est 0.8629
utt 435_mix.wav: mix 0.9920, est 0.9831
utt 312_mix.wav: mix 0.9775, est 0.9618
utt 328_mix.wav: mix 0.6053, est 0.6069
utt 384_mix.wav: mix 0.8661, est 0.8775
========================================
stoi results: (1000 utts)
mix : 0.8492 +- 0.1102
est : 0.8550 +- 0.1020
